"Design","Fold","Route","Model","TrainWeighting","RecordID","Species","Type","ObservedPoint","PredictedPoint","FitKey","RunPurpose","EvalWeighting","EvaluationWeight","SignedError"
"fivefold",2,"joint_bb","Null","record_equal","XLSX_R0003","Carassius_auratus","count",0.05,0.69945117462088,"363634dd7bb64c9afc86ca801ee8ddaf94dcd3f7df7c3626650d328c89daba57","formal","species_equal",0.755208333333333,0.64945117462088
"fivefold",2,"joint_bb","Null","record_equal","XLSX_R0004","Carassius_auratus","count",0.05,0.69945117462088,"363634dd7bb64c9afc86ca801ee8ddaf94dcd3f7df7c3626650d328c89daba57","formal","species_equal",0.755208333333333,0.64945117462088
"fivefold",2,"joint_bb","Null","record_equal","XLSX_R0005","Carassius_auratus","count",0,0.69945117462088,"363634dd7bb64c9afc86ca801ee8ddaf94dcd3f7df7c3626650d328c89daba57","formal","species_equal",0.755208333333333,0.69945117462088
"fivefold",2,"joint_bb","Null","record_equal","XLSX_R0012","Pygocentrus_nattereri","exact",0.94,0.69945117462088,"363634dd7bb64c9afc86ca801ee8ddaf94dcd3f7df7c3626650d328c89daba57","formal","species_equal",3.02083333333333,-0.24054882537912
"fivefold",2,"joint_bb","Null","record_equal","XLSX_R0045","Pterophyllum_scalare","exact",0.7,0.69945117462088,"363634dd7bb64c9afc86ca801ee8ddaf94dcd3f7df7c3626650d328c89daba57","formal","species_equal",3.02083333333333,-0.000548825379119933
"fivefold",2,"joint_bb","Null","record_equal","XLSX_R0057","Mugil_cephalus","count",1,0.69945117462088,"363634dd7bb64c9afc86ca801ee8ddaf94dcd3f7df7c3626650d328c89daba57","formal","species_equal",1.51041666666667,-0.30054882537912
"fivefold",2,"joint_bb","Null","record_equal","XLSX_R0058","Mugil_cephalus","count",0.2,0.69945117462088,"363634dd7bb64c9afc86ca801ee8ddaf94dcd3f7df7c3626650d328c89daba57","formal","species_equal",1.51041666666667,0.49945117462088
"fivefold",2,"joint_bb","Null","record_equal","XLSX_R0064","Acanthopagrus_schlegelii","count",0.1,0.69945117462088,"363634dd7bb64c9afc86ca801ee8ddaf94dcd3f7df7c3626650d328c89daba57","formal","species_equal",0.755208333333333,0.59945117462088
"fivefold",2,"joint_bb","Null","record_equal","XLSX_R0065","Acanthopagrus_schlegelii","count",0.0333333333333333,0.69945117462088,"363634dd7bb64c9afc86ca801ee8ddaf94dcd3f7df7c3626650d328c89daba57","formal","species_equal",0.755208333333333,0.666117841287547
"fivefold",2,"joint_bb","Null","record_equal","XLSX_R0066","Acanthopagrus_schlegelii","count",0.0666666666666667,0.69945117462088,"363634dd7bb64c9afc86ca801ee8ddaf94dcd3f7df7c3626650d328c89daba57","formal","species_equal",0.755208333333333,0.632784507954213
"fivefold",2,"joint_bb","Null","record_equal","XLSX_R0067","Acanthopagrus_schlegelii","count",0.1,0.69945117462088,"363634dd7bb64c9afc86ca801ee8ddaf94dcd3f7df7c3626650d328c89daba57","formal","species_equal",0.755208333333333,0.59945117462088
"fivefold",2,"joint_bb","Null","record_equal","XLSX_R0093","Micropterus_salmoides","count",1,0.69945117462088,"363634dd7bb64c9afc86ca801ee8ddaf94dcd3f7df7c3626650d328c89daba57","formal","species_equal",1.00694444444444,-0.30054882537912
"fivefold",2,"joint_bb","Null","record_equal","XLSX_R0094","Micropterus_salmoides","count",1,0.69945117462088,"363634dd7bb64c9afc86ca801ee8ddaf94dcd3f7df7c3626650d328c89daba57","formal","species_equal",1.00694444444444,-0.30054882537912
"fivefold",2,"joint_bb","Null","record_equal","XLSX_R0095","Micropterus_salmoides","count",1,0.69945117462088,"363634dd7bb64c9afc86ca801ee8ddaf94dcd3f7df7c3626650d328c89daba57","formal","species_equal",1.00694444444444,-0.30054882537912
"fivefold",2,"joint_bb","Null","record_equal","XLSX_R0096","Oplegnathus_fasciatus","count",1,0.69945117462088,"363634dd7bb64c9afc86ca801ee8ddaf94dcd3f7df7c3626650d328c89daba57","formal","species_equal",0.131340579710145,-0.30054882537912
"fivefold",2,"joint_bb","Null","record_equal","XLSX_R0097","Oplegnathus_fasciatus","count",1,0.69945117462088,"363634dd7bb64c9afc86ca801ee8ddaf94dcd3f7df7c3626650d328c89daba57","formal","species_equal",0.131340579710145,-0.30054882537912
"fivefold",2,"joint_bb","Null","record_equal","XLSX_R0098","Oplegnathus_fasciatus","count",1,0.69945117462088,"363634dd7bb64c9afc86ca801ee8ddaf94dcd3f7df7c3626650d328c89daba57","formal","species_equal",0.131340579710145,-0.30054882537912
"fivefold",2,"joint_bb","Null","record_equal","XLSX_R0099","Oplegnathus_fasciatus","count",1,0.69945117462088,"363634dd7bb64c9afc86ca801ee8ddaf94dcd3f7df7c3626650d328c89daba57","formal","species_equal",0.131340579710145,-0.30054882537912
"fivefold",2,"joint_bb","Null","record_equal","XLSX_R0100","Oplegnathus_fasciatus","count",1,0.69945117462088,"363634dd7bb64c9afc86ca801ee8ddaf94dcd3f7df7c3626650d328c89daba57","formal","species_equal",0.131340579710145,-0.30054882537912
"fivefold",2,"joint_bb","Null","record_equal","XLSX_R0101","Oplegnathus_fasciatus","exact",0.7,0.69945117462088,"363634dd7bb64c9afc86ca801ee8ddaf94dcd3f7df7c3626650d328c89daba57","formal","species_equal",0.131340579710145,-0.000548825379119933
"fivefold",2,"joint_bb","Null","record_equal","XLSX_R0102","Oplegnathus_fasciatus","exact",0.92,0.69945117462088,"363634dd7bb64c9afc86ca801ee8ddaf94dcd3f7df7c3626650d328c89daba57","formal","species_equal",0.131340579710145,-0.22054882537912
"fivefold",2,"joint_bb","Null","record_equal","XLSX_R0103","Oplegnathus_fasciatus","count",1,0.69945117462088,"363634dd7bb64c9afc86ca801ee8ddaf94dcd3f7df7c3626650d328c89daba57","formal","species_equal",0.131340579710145,-0.30054882537912
"fivefold",2,"joint_bb","Null","record_equal","XLSX_R0104","Oplegnathus_fasciatus","count",1,0.69945117462088,"363634dd7bb64c9afc86ca801ee8ddaf94dcd3f7df7c3626650d328c89daba57","formal","species_equal",0.131340579710145,-0.30054882537912
"fivefold",2,"joint_bb","Null","record_equal","XLSX_R0105","Oplegnathus_fasciatus","count",1,0.69945117462088,"363634dd7bb64c9afc86ca801ee8ddaf94dcd3f7df7c3626650d328c89daba57","formal","species_equal",0.131340579710145,-0.30054882537912
"fivefold",2,"joint_bb","Null","record_equal","XLSX_R0106","Oplegnathus_fasciatus","count",1,0.69945117462088,"363634dd7bb64c9afc86ca801ee8ddaf94dcd3f7df7c3626650d328c89daba57","formal","species_equal",0.131340579710145,-0.30054882537912
"fivefold",2,"joint_bb","Null","record_equal","XLSX_R0107","Oplegnathus_fasciatus","count",1,0.69945117462088,"363634dd7bb64c9afc86ca801ee8ddaf94dcd3f7df7c3626650d328c89daba57","formal","species_equal",0.131340579710145,-0.30054882537912
"fivefold",2,"joint_bb","Null","record_equal","XLSX_R0108","Oplegnathus_fasciatus","count",1,0.69945117462088,"363634dd7bb64c9afc86ca801ee8ddaf94dcd3f7df7c3626650d328c89daba57","formal","species_equal",0.131340579710145,-0.30054882537912
"fivefold",2,"joint_bb","Null","record_equal","XLSX_R0109","Oplegnathus_fasciatus","count",1,0.69945117462088,"363634dd7bb64c9afc86ca801ee8ddaf94dcd3f7df7c3626650d328c89daba57","formal","species_equal",0.131340579710145,-0.30054882537912
"fivefold",2,"joint_bb","Null","record_equal","XLSX_R0110","Oplegnathus_fasciatus","count",1,0.69945117462088,"363634dd7bb64c9afc86ca801ee8ddaf94dcd3f7df7c3626650d328c89daba57","formal","species_equal",0.131340579710145,-0.30054882537912
"fivefold",2,"joint_bb","Null","record_equal","XLSX_R0111","Oplegnathus_fasciatus","count",1,0.69945117462088,"363634dd7bb64c9afc86ca801ee8ddaf94dcd3f7df7c3626650d328c89daba57","formal","species_equal",0.131340579710145,-0.30054882537912
"fivefold",2,"joint_bb","Null","record_equal","XLSX_R0112","Oplegnathus_fasciatus","count",1,0.69945117462088,"363634dd7bb64c9afc86ca801ee8ddaf94dcd3f7df7c3626650d328c89daba57","formal","species_equal",0.131340579710145,-0.30054882537912
"fivefold",2,"joint_bb","Null","record_equal","XLSX_R0113","Oplegnathus_fasciatus","count",1,0.69945117462088,"363634dd7bb64c9afc86ca801ee8ddaf94dcd3f7df7c3626650d328c89daba57","formal","species_equal",0.131340579710145,-0.30054882537912
"fivefold",2,"joint_bb","Null","record_equal","XLSX_R0114","Oplegnathus_fasciatus","count",1,0.69945117462088,"363634dd7bb64c9afc86ca801ee8ddaf94dcd3f7df7c3626650d328c89daba57","formal","species_equal",0.131340579710145,-0.30054882537912
"fivefold",2,"joint_bb","Null","record_equal","XLSX_R0115","Oplegnathus_fasciatus","exact",0.803,0.69945117462088,"363634dd7bb64c9afc86ca801ee8ddaf94dcd3f7df7c3626650d328c89daba57","formal","species_equal",0.131340579710145,-0.10354882537912
"fivefold",2,"joint_bb","Null","record_equal","XLSX_R0116","Oplegnathus_fasciatus","count",1,0.69945117462088,"363634dd7bb64c9afc86ca801ee8ddaf94dcd3f7df7c3626650d328c89daba57","formal","species_equal",0.131340579710145,-0.30054882537912
"fivefold",2,"joint_bb","Null","record_equal","XLSX_R0117","Oplegnathus_fasciatus","count",1,0.69945117462088,"363634dd7bb64c9afc86ca801ee8ddaf94dcd3f7df7c3626650d328c89daba57","formal","species_equal",0.131340579710145,-0.30054882537912
"fivefold",2,"joint_bb","Null","record_equal","XLSX_R0118","Oplegnathus_fasciatus","count",1,0.69945117462088,"363634dd7bb64c9afc86ca801ee8ddaf94dcd3f7df7c3626650d328c89daba57","formal","species_equal",0.131340579710145,-0.30054882537912
"fivefold",2,"joint_bb","Null","record_equal","XLSX_R0146","Epinephelus_fuscoguttatus","exact",1,0.69945117462088,"363634dd7bb64c9afc86ca801ee8ddaf94dcd3f7df7c3626650d328c89daba57","formal","species_equal",1.51041666666667,-0.30054882537912
"fivefold",2,"joint_bb","Null","record_equal","XLSX_R0147","Epinephelus_fuscoguttatus","exact",1,0.69945117462088,"363634dd7bb64c9afc86ca801ee8ddaf94dcd3f7df7c3626650d328c89daba57","formal","species_equal",1.51041666666667,-0.30054882537912
"fivefold",2,"joint_bb","Null","record_equal","XLSX_R0148","Epinephelus_lanceolatus","count",1,0.69945117462088,"363634dd7bb64c9afc86ca801ee8ddaf94dcd3f7df7c3626650d328c89daba57","formal","species_equal",1.51041666666667,-0.30054882537912
"fivefold",2,"joint_bb","Null","record_equal","XLSX_R0149","Epinephelus_lanceolatus","count",1,0.69945117462088,"363634dd7bb64c9afc86ca801ee8ddaf94dcd3f7df7c3626650d328c89daba57","formal","species_equal",1.51041666666667,-0.30054882537912
"fivefold",2,"joint_bb","Null","record_equal","XLSX_R0150","Epinephelus_malabaricus","count",0.733333333333333,0.69945117462088,"363634dd7bb64c9afc86ca801ee8ddaf94dcd3f7df7c3626650d328c89daba57","formal","species_equal",1.00694444444444,-0.0338821587124529
"fivefold",2,"joint_bb","Null","record_equal","XLSX_R0151","Epinephelus_malabaricus","count",1,0.69945117462088,"363634dd7bb64c9afc86ca801ee8ddaf94dcd3f7df7c3626650d328c89daba57","formal","species_equal",1.00694444444444,-0.30054882537912
"fivefold",2,"joint_bb","Null","record_equal","XLSX_R0152","Epinephelus_malabaricus","count",0.933333333333333,0.69945117462088,"363634dd7bb64c9afc86ca801ee8ddaf94dcd3f7df7c3626650d328c89daba57","formal","species_equal",1.00694444444444,-0.233882158712453
"fivefold",3,"joint_bb","Null","record_equal","XLSX_R0013","Thunnus_orientalis","exact",0.613,0.759625342567487,"a85a8988a98c1ec7c38c21b1e66cc3030d0af7960be053338199836b144f9e40","formal","species_equal",1.00694444444444,0.146625342567487
"fivefold",3,"joint_bb","Null","record_equal","XLSX_R0014","Thunnus_orientalis","exact",0.916,0.759625342567487,"a85a8988a98c1ec7c38c21b1e66cc3030d0af7960be053338199836b144f9e40","formal","species_equal",1.00694444444444,-0.156374657432513
"fivefold",3,"joint_bb","Null","record_equal","XLSX_R0015","Thunnus_orientalis","exact",0.449,0.759625342567487,"a85a8988a98c1ec7c38c21b1e66cc3030d0af7960be053338199836b144f9e40","formal","species_equal",1.00694444444444,0.310625342567487
"fivefold",3,"joint_bb","Null","record_equal","XLSX_R0016","Pampus_argenteus","exact",0.8,0.759625342567487,"a85a8988a98c1ec7c38c21b1e66cc3030d0af7960be053338199836b144f9e40","formal","species_equal",0.604166666666667,-0.040374657432513
"fivefold",3,"joint_bb","Null","record_equal","XLSX_R0017","Pampus_argenteus","exact",0.675,0.759625342567487,"a85a8988a98c1ec7c38c21b1e66cc3030d0af7960be053338199836b144f9e40","formal","species_equal",0.604166666666667,0.084625342567487
"fivefold",3,"joint_bb","Null","record_equal","XLSX_R0018","Pampus_argenteus","exact",0.6,0.759625342567487,"a85a8988a98c1ec7c38c21b1e66cc3030d0af7960be053338199836b144f9e40","formal","species_equal",0.604166666666667,0.159625342567487
"fivefold",3,"joint_bb","Null","record_equal","XLSX_R0019","Pampus_argenteus","exact",0.9,0.759625342567487,"a85a8988a98c1ec7c38c21b1e66cc3030d0af7960be053338199836b144f9e40","formal","species_equal",0.604166666666667,-0.140374657432513
"fivefold",3,"joint_bb","Null","record_equal","XLSX_R0020","Pampus_argenteus","exact",0.5,0.759625342567487,"a85a8988a98c1ec7c38c21b1e66cc3030d0af7960be053338199836b144f9e40","formal","species_equal",0.604166666666667,0.259625342567487
"fivefold",3,"joint_bb","Null","record_equal","XLSX_R0021","Pterapogon_kauderni","count",1,0.759625342567487,"a85a8988a98c1ec7c38c21b1e66cc3030d0af7960be053338199836b144f9e40","formal","species_equal",1.00694444444444,-0.240374657432513
"fivefold",3,"joint_bb","Null","record_equal","XLSX_R0022","Pterapogon_kauderni","count",1,0.759625342567487,"a85a8988a98c1ec7c38c21b1e66cc3030d0af7960be053338199836b144f9e40","formal","species_equal",1.00694444444444,-0.240374657432513
"fivefold",3,"joint_bb","Null","record_equal","XLSX_R0023","Pterapogon_kauderni","count",1,0.759625342567487,"a85a8988a98c1ec7c38c21b1e66cc3030d0af7960be053338199836b144f9e40","formal","species_equal",1.00694444444444,-0.240374657432513
"fivefold",3,"joint_bb","Null","record_equal","XLSX_R0024","Oxyeleotris_marmorata","count",0.5,0.759625342567487,"a85a8988a98c1ec7c38c21b1e66cc3030d0af7960be053338199836b144f9e40","formal","species_equal",1.51041666666667,0.259625342567487
"fivefold",3,"joint_bb","Null","record_equal","XLSX_R0025","Oxyeleotris_marmorata","exact",0.898,0.759625342567487,"a85a8988a98c1ec7c38c21b1e66cc3030d0af7960be053338199836b144f9e40","formal","species_equal",1.51041666666667,-0.138374657432513
"fivefold",3,"joint_bb","Null","record_equal","XLSX_R0027","Channa_argus","count",0,0.759625342567487,"a85a8988a98c1ec7c38c21b1e66cc3030d0af7960be053338199836b144f9e40","formal","species_equal",3.02083333333333,0.759625342567487
"fivefold",3,"joint_bb","Null","record_equal","XLSX_R0028","Trichopodus_trichopterus","exact",0.7,0.759625342567487,"a85a8988a98c1ec7c38c21b1e66cc3030d0af7960be053338199836b144f9e40","formal","species_equal",3.02083333333333,0.0596253425674871
"fivefold",3,"joint_bb","Null","record_equal","XLSX_R0036","Paralichthys_olivaceus","exact",0.7,0.759625342567487,"a85a8988a98c1ec7c38c21b1e66cc3030d0af7960be053338199836b144f9e40","formal","species_equal",1.51041666666667,0.0596253425674871
"fivefold",3,"joint_bb","Null","record_equal","XLSX_R0037","Paralichthys_olivaceus","exact",0.8,0.759625342567487,"a85a8988a98c1ec7c38c21b1e66cc3030d0af7960be053338199836b144f9e40","formal","species_equal",1.51041666666667,-0.040374657432513
"fivefold",3,"joint_bb","Null","record_equal","XLSX_R0046","Poecilia_latipinna","exact",0.25,0.759625342567487,"a85a8988a98c1ec7c38c21b1e66cc3030d0af7960be053338199836b144f9e40","formal","species_equal",3.02083333333333,0.509625342567487
"fivefold",3,"joint_bb","Null","record_equal","XLSX_R0047","Poecilia_reticulata","count",0,0.759625342567487,"a85a8988a98c1ec7c38c21b1e66cc3030d0af7960be053338199836b144f9e40","formal","species_equal",1.00694444444444,0.759625342567487
"fivefold",3,"joint_bb","Null","record_equal","XLSX_R0048","Poecilia_reticulata","count",0,0.759625342567487,"a85a8988a98c1ec7c38c21b1e66cc3030d0af7960be053338199836b144f9e40","formal","species_equal",1.00694444444444,0.759625342567487
"fivefold",3,"joint_bb","Null","record_equal","XLSX_R0049","Poecilia_reticulata","count",0,0.759625342567487,"a85a8988a98c1ec7c38c21b1e66cc3030d0af7960be053338199836b144f9e40","formal","species_equal",1.00694444444444,0.759625342567487
"fivefold",3,"joint_bb","Null","record_equal","XLSX_R0068","Lethrinus_nebulosus","count",0,0.759625342567487,"a85a8988a98c1ec7c38c21b1e66cc3030d0af7960be053338199836b144f9e40","formal","species_equal",1.51041666666667,0.759625342567487
"fivefold",3,"joint_bb","Null","record_equal","XLSX_R0069","Lethrinus_nebulosus","count",0.1,0.759625342567487,"a85a8988a98c1ec7c38c21b1e66cc3030d0af7960be053338199836b144f9e40","formal","species_equal",1.51041666666667,0.659625342567487
"fivefold",4,"joint_bb","Null","record_equal","XLSX_R0029","Eleutheronema_tetradactylum","exact",1,0.749155638420428,"923df5f8bec22f56cc929d49d2c0ef16a65253c0720b1bf7fb0c7b40754a0efc","formal","species_equal",3.02083333333333,-0.250844361579572
"fivefold",4,"joint_bb","Null","record_equal","XLSX_R0042","Oreochromis_niloticus","exact",0.3,0.749155638420428,"923df5f8bec22f56cc929d49d2c0ef16a65253c0720b1bf7fb0c7b40754a0efc","formal","species_equal",3.02083333333333,0.449155638420428
"fivefold",4,"joint_bb","Null","record_equal","XLSX_R0052","Xiphophorus_hellerii","count",0,0.749155638420428,"923df5f8bec22f56cc929d49d2c0ef16a65253c0720b1bf7fb0c7b40754a0efc","formal","species_equal",0.755208333333333,0.749155638420428
"fivefold",4,"joint_bb","Null","record_equal","XLSX_R0053","Xiphophorus_hellerii","count",0,0.749155638420428,"923df5f8bec22f56cc929d49d2c0ef16a65253c0720b1bf7fb0c7b40754a0efc","formal","species_equal",0.755208333333333,0.749155638420428
"fivefold",4,"joint_bb","Null","record_equal","XLSX_R0054","Xiphophorus_hellerii","count",0,0.749155638420428,"923df5f8bec22f56cc929d49d2c0ef16a65253c0720b1bf7fb0c7b40754a0efc","formal","species_equal",0.755208333333333,0.749155638420428
"fivefold",4,"joint_bb","Null","record_equal","XLSX_R0055","Xiphophorus_hellerii","exact",0.25,0.749155638420428,"923df5f8bec22f56cc929d49d2c0ef16a65253c0720b1bf7fb0c7b40754a0efc","formal","species_equal",0.755208333333333,0.499155638420428
"fivefold",4,"joint_bb","Null","record_equal","XLSX_R0070","Pagrus_major","count",1,0.749155638420428,"923df5f8bec22f56cc929d49d2c0ef16a65253c0720b1bf7fb0c7b40754a0efc","formal","species_equal",0.377604166666667,-0.250844361579572
"fivefold",4,"joint_bb","Null","record_equal","XLSX_R0071","Pagrus_major","count",1,0.749155638420428,"923df5f8bec22f56cc929d49d2c0ef16a65253c0720b1bf7fb0c7b40754a0efc","formal","species_equal",0.377604166666667,-0.250844361579572
"fivefold",4,"joint_bb","Null","record_equal","XLSX_R0072","Pagrus_major","count",1,0.749155638420428,"923df5f8bec22f56cc929d49d2c0ef16a65253c0720b1bf7fb0c7b40754a0efc","formal","species_equal",0.377604166666667,-0.250844361579572
"fivefold",4,"joint_bb","Null","record_equal","XLSX_R0073","Pagrus_major","count",1,0.749155638420428,"923df5f8bec22f56cc929d49d2c0ef16a65253c0720b1bf7fb0c7b40754a0efc","formal","species_equal",0.377604166666667,-0.250844361579572
"fivefold",4,"joint_bb","Null","record_equal","XLSX_R0074","Pagrus_major","count",1,0.749155638420428,"923df5f8bec22f56cc929d49d2c0ef16a65253c0720b1bf7fb0c7b40754a0efc","formal","species_equal",0.377604166666667,-0.250844361579572
"fivefold",4,"joint_bb","Null","record_equal","XLSX_R0075","Pagrus_major","count",1,0.749155638420428,"923df5f8bec22f56cc929d49d2c0ef16a65253c0720b1bf7fb0c7b40754a0efc","formal","species_equal",0.377604166666667,-0.250844361579572
"fivefold",4,"joint_bb","Null","record_equal","XLSX_R0076","Pagrus_major","exact",0.6,0.749155638420428,"923df5f8bec22f56cc929d49d2c0ef16a65253c0720b1bf7fb0c7b40754a0efc","formal","species_equal",0.377604166666667,0.149155638420428
"fivefold",4,"joint_bb","Null","record_equal","XLSX_R0077","Pagrus_major","exact",0.4,0.749155638420428,"923df5f8bec22f56cc929d49d2c0ef16a65253c0720b1bf7fb0c7b40754a0efc","formal","species_equal",0.377604166666667,0.349155638420428
"fivefold",4,"joint_bb","Null","record_equal","XLSX_R0079","Rhabdosargus_sarba","count",0,0.749155638420428,"923df5f8bec22f56cc929d49d2c0ef16a65253c0720b1bf7fb0c7b40754a0efc","formal","species_equal",3.02083333333333,0.749155638420428
"fivefold",4,"joint_bb","Null","record_equal","XLSX_R0085","Maccullochella_peelii","exact",0.9,0.749155638420428,"923df5f8bec22f56cc929d49d2c0ef16a65253c0720b1bf7fb0c7b40754a0efc","formal","species_equal",0.377604166666667,-0.150844361579572
"fivefold",4,"joint_bb","Null","record_equal","XLSX_R0086","Maccullochella_peelii","count",0.4,0.749155638420428,"923df5f8bec22f56cc929d49d2c0ef16a65253c0720b1bf7fb0c7b40754a0efc","formal","species_equal",0.377604166666667,0.349155638420428
"fivefold",4,"joint_bb","Null","record_equal","XLSX_R0087","Maccullochella_peelii","count",0.333333333333333,0.749155638420428,"923df5f8bec22f56cc929d49d2c0ef16a65253c0720b1bf7fb0c7b40754a0efc","formal","species_equal",0.377604166666667,0.415822305087095
"fivefold",4,"joint_bb","Null","record_equal","XLSX_R0088","Maccullochella_peelii","count",0.65,0.749155638420428,"923df5f8bec22f56cc929d49d2c0ef16a65253c0720b1bf7fb0c7b40754a0efc","formal","species_equal",0.377604166666667,0.099155638420428
"fivefold",4,"joint_bb","Null","record_equal","XLSX_R0089","Maccullochella_peelii","count",1,0.749155638420428,"923df5f8bec22f56cc929d49d2c0ef16a65253c0720b1bf7fb0c7b40754a0efc","formal","species_equal",0.377604166666667,-0.250844361579572
"fivefold",4,"joint_bb","Null","record_equal","XLSX_R0090","Maccullochella_peelii","count",0.958333333333333,0.749155638420428,"923df5f8bec22f56cc929d49d2c0ef16a65253c0720b1bf7fb0c7b40754a0efc","formal","species_equal",0.377604166666667,-0.209177694912905
"fivefold",4,"joint_bb","Null","record_equal","XLSX_R0091","Maccullochella_peelii","count",0.833333333333333,0.749155638420428,"923df5f8bec22f56cc929d49d2c0ef16a65253c0720b1bf7fb0c7b40754a0efc","formal","species_equal",0.377604166666667,-0.0841776949129051
"fivefold",4,"joint_bb","Null","record_equal","XLSX_R0092","Maccullochella_peelii","count",1,0.749155638420428,"923df5f8bec22f56cc929d49d2c0ef16a65253c0720b1bf7fb0c7b40754a0efc","formal","species_equal",0.377604166666667,-0.250844361579572
"fivefold",4,"joint_bb","Null","record_equal","XLSX_R0131","Siniperca_scherzeri","count",1,0.749155638420428,"923df5f8bec22f56cc929d49d2c0ef16a65253c0720b1bf7fb0c7b40754a0efc","formal","species_equal",0.755208333333333,-0.250844361579572
"fivefold",4,"joint_bb","Null","record_equal","XLSX_R0132","Siniperca_scherzeri","count",1,0.749155638420428,"923df5f8bec22f56cc929d49d2c0ef16a65253c0720b1bf7fb0c7b40754a0efc","formal","species_equal",0.755208333333333,-0.250844361579572
"fivefold",4,"joint_bb","Null","record_equal","XLSX_R0133","Siniperca_scherzeri","count",1,0.749155638420428,"923df5f8bec22f56cc929d49d2c0ef16a65253c0720b1bf7fb0c7b40754a0efc","formal","species_equal",0.755208333333333,-0.250844361579572
"fivefold",4,"joint_bb","Null","record_equal","XLSX_R0134","Siniperca_scherzeri","count",0,0.749155638420428,"923df5f8bec22f56cc929d49d2c0ef16a65253c0720b1bf7fb0c7b40754a0efc","formal","species_equal",0.755208333333333,0.749155638420428
"fivefold",4,"joint_bb","Null","record_equal","XLSX_R0135","Cromileptes_altivelis","count",1,0.749155638420428,"923df5f8bec22f56cc929d49d2c0ef16a65253c0720b1bf7fb0c7b40754a0efc","formal","species_equal",0.503472222222222,-0.250844361579572
